rating,summary,review,sentiment,review_length,clean_review,vader_sentiment
1,Reeks like chemicals,"I so wish I would have read this review before purchasing TWO gallons of this oil for my health issues. It reeks like a chemical rubber smell. This smell is coming from the black rubber gasket in the lid. When I called to report the situation to the company, Sabrina told me I would have to pay to send them a sample to have tested by a lab. Unbelievable. Good customer service would indicate that they would pay for the product to be returned and give me a full refund, including shipping. The product is faulty. Period. I will never order anything from this company again and do not recommend it to anyone based on this horrible customer service and lack of responsibility and ownership.",negative,125,wish would read review purchasing two gallons oil health issues reeks like chemical rubber smell smell coming black rubber gasket lid called report situation company sabrina told would pay send sample tested lab unbelievable good customer service would indicate would pay product returned give full refund including shipping product faulty period never order anything company recommend anyone based horrible customer service lack responsibility ownership,negative
2,Disappointed!,"This product has a strong after-taste of Crayola crayons!<br /><br />I am in the process of trying different brands of coconut oils for cooking purposes.  Upon opening the plastic container, the aroma of crayons immediately fills the room, and this flavor permeates the food that is cooked in it.<br /><br />I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased.<br /><br />To date, my favorite coconut oil is distributed by Barleans.  The flavor is fantastic.  However, they do not supply a gallon-sized tub,and Dr. Mercola has the best product in that size category.",negative,111,product strong aftertaste crayola crayonsi process trying different brands coconut oils cooking purposes upon opening plastic container aroma crayons immediately fills room flavor permeates food cooked iti suspect source problem plastic used plastic container experienced brands purchasedto date favorite coconut oil distributed barleans flavor fantastic however supply gallonsized tuband dr mercola best product size category,positive
5,Great for Gluten-free lifestyle!!,"Had this shipped to my sister who follows a gluten-free eating plan and she reports that it is very versatile and easier than grinding almonds for a crispy crust on chicken and fish filets. Also uses it in place of bread crumbs in meatloaf and meatballs.  Stays moist when added in place of wheat flour in baking, too. Good product, good value.",positive,62,shipped sister follows glutenfree eating plan reports versatile easier grinding almonds crispy crust chicken fish filets also uses place bread crumbs meatloaf meatballs stays moist added place wheat flour baking good product good value,positive
5,my dog loves these,"These are healthy and my mixed Llasa, Tibetan Terrier adores them. And they are healthy and his breath doesn't smell and his teeth are in good shape because of such products. A great healthy product.",positive,35,healthy mixed llasa tibetan terrier adores healthy breath doesnt smell teeth good shape products great healthy product,positive
5,YUMMY,"A great healthy chew for my 9 wk old beagle, Rio. He loves the taste and it sure beats my arm.",positive,21,great healthy chew wk old beagle rio loves taste sure beats arm,positive
5,sugar in the raw,"I really enjoy this product. I had such a hard time finding it affordable in the store. Once I found it I look no further, it's the only sugar I use.  Thanks so much.",positive,34,really enjoy product hard time finding affordable store found look sugar use thanks much,positive
3,Manufacturing Problems Diminish Product,"I have used and liked Sugar in the Raw for many years, after being introduced to it in a Starbucks. My most recent purchase, however, was disappointing. The sugar was lighter in color and had a crystal size maybe 1/4th of the regular size. Having large crystals was something I always really liked about Sugar in the Raw. It enhanced the quality of mixed drinks and of lattes. I called their hotline to complain and was told that they had had a problem with their recent sugar crop and that the result was less molasses in the sugar. They have had many complaints of a similar nature. This, they claimed, also reduced the crystal size. They said this problem should go away with their newer crop. The representative said that the new-crop sugar will have a 6-10 digit date code (without ANY spaces) that ends with a ""1"" and no letters. The trailing digits are a date code using the Julian calendar. (My recent bad-purchase had a space after the initial sequence of numbers and then ended with a ""51A""). Bottom line: their current product is not much better than much cheaper products. When they get a better crop, I'll go back to purchasing Sugar in the Raw.",neutral,208,used liked sugar raw many years introduced starbucks recent purchase however disappointing sugar lighter color crystal size maybe th regular size large crystals something always really liked sugar raw enhanced quality mixed drinks lattes called hotline complain told problem recent sugar crop result less molasses sugar many complaints similar nature claimed also reduced crystal size said problem go away newer crop representative said newcrop sugar digit date code without spaces ends letters trailing digits date code using julian calendar recent badpurchase space initial sequence numbers ended bottom line current product much better much cheaper products get better crop ill go back purchasing sugar raw,negative
5,Good product but terrible agricultural practices,"""Sugar in the Raw""(tm) Please Harvest Cane w/o Burning<br />To be delivered to: HC&S<br />Dear ""Sugar in the Raw"" folks,<br /><br />We who buy your product care about the environment. And we'd like to know that you care too. When you burn the cane fields on Maui, it adds to the CO2 and worsens climate change. And the smoke from your burning is damaging the lungs of your workers, your workers' children and the residents of Maui.<br /><br />We love your product and want you to change to no-burn harvesting so we can continue to buy it, knowing we aren't contributing to Global Warming and lung disease.<br /><br />[...]",positive,109,sugar rawtm please harvest cane wo burningto delivered hcsdear sugar raw folkswe buy product care environment wed like know care burn cane fields maui adds co worsens climate change smoke burning damaging lungs workers workers children residents mauiwe love product want change noburn harvesting continue buy knowing arent contributing global warming lung disease,positive
5,Sugar in the raw,Love this sugar.  I also get muscavado sugar and they are both great to use in place of regular white sugar. Recommend!,positive,22,love sugar also get muscavado sugar great use place regular white sugar recommend,positive
5,Sugar in the raw,Product is exactly as advertised.  What a savings!  At least half the retail price. Easy to store because of the individual packaging.,positive,22,product exactly advertised savings least half retail price easy store individual packaging,positive
1,Lie!!!!,"I used to buy this sugar for years. I do not eat much sugar, but still. This sugar is called turbinado sugar, but is misleading. I picked this brand just because it says real turbinado sugar, and other brands (in the local food store) that their sugar is brown because it is colored with caramel or something.<br /><br />HOW did i find out? I needed just a sweet water few days ago. I put this Sugar in The Raw in the glass. The water became brown and on the bottom of the glass i got just PURE WHITE SUGAR CRYSTALS!!!!! What a shame on the producer! U can try to put this sugar in your mouth and after few seconds you will spit out pure white crystals as well.<br /><br />I'm just wondering if the consumers can hold the company liable for such a practice.",negative,145,used buy sugar years eat much sugar still sugar called turbinado sugar misleading picked brand says real turbinado sugar brands local food store sugar brown colored caramel somethinghow find needed sweet water days ago put sugar raw glass water became brown bottom glass got pure white sugar crystals shame producer u try put sugar mouth seconds spit pure white crystals wellim wondering consumers hold company liable practice,negative
4,It's sugar..,"It's just sugar in the raw, it's flavor profile is much better then white sugar and it's suppose to be better for you or something. I just wish the bags were resealable.",positive,32,sugar raw flavor profile much better white sugar suppose better something wish bags resealable,positive
4,Excellent but not perfect,"This is a delicious sugar. It has a pretty light brown color and delicious aroma. But the granules are quite big, however -- bigger than plain refined sugar. This makes is difficult to cream butter and sugar together. But if you use it in a recipe where you will melt the sugar first before baking it, or if you use it to brew beer and plan to boil it to melt it, it is a great product. It would be the perfect sugar if only the granules were a bit finer.",positive,91,delicious sugar pretty light brown color delicious aroma granules quite big however bigger plain refined sugar makes difficult cream butter sugar together use recipe melt sugar first baking use brew beer plan boil melt great product would perfect sugar granules bit finer,positive
4,Good product,"I only use raw sugar, it did seem a little smaller than the normal crystals but it is still good. Will buy again.",positive,23,use raw sugar seem little smaller normal crystals still good buy,positive
5,You'll never use white sugar again.,"This sugar is very good.  Use this in your coffee, cereal, etc for a week and you'll never go back to white sugar, white sugar will taste terrible.  Plus from what I've read, this Raw sugar contains a lot of minerals that are missing in our diets.<br /><br />The product was delivered fast and well-packaged.  My only complaint is the price.  I wish I could find Raw sugar cheaper.  I would be happy to buy in bulk, but this is the cheapest I have found.",positive,85,sugar good use coffee cereal etc week youll never go back white sugar white sugar taste terrible plus ive read raw sugar contains lot minerals missing dietsthe product delivered fast wellpackaged complaint price wish could find raw sugar cheaper would happy buy bulk cheapest found,positive
3,Thanks for the review Scott,"I thought this was a great buy, but as noted by Scott D., the molasses content was not up to par.  I loved the higher molasses content ""Sugar in the Raw"".  Unfortunately what I purchased recently does not have the higher molasses content and I have twelve 24 ounce bags.  I guess I'll watch for the next crop.",neutral,58,thought great buy noted scott molasses content par loved higher molasses content sugar raw unfortunately purchased recently higher molasses content twelve ounce bags guess ill watch next crop,positive
5,great,I really love this sugar and price-wise it's much cheaper to buy it here on amazon compared to anywhere else.,positive,20,really love sugar pricewise much cheaper buy amazon compared anywhere else,positive
5,Awesome Sugar!,"Love this sugar. It tastes so much better and isn't as overly sweet tasting as ""regular"" sugar. We've used it in quite a few baking items and they always turn out very good. The price that Amazon has this set at is very good to and makes it easy to use this for everyday stuff.",positive,55,love sugar tastes much better isnt overly sweet tasting regular sugar weve used quite baking items always turn good price amazon set good makes easy use everyday stuff,positive
4,Great product - weak packaging,"Can't say anything bad about Sugar in the Raw.  I like it better than the other ""natural"" sugars. Better consistency and - I know it doesn't matter - but better color. Unfortunately, one of the ""natural"" paper bags got torn a bit in the box.  It didn't look like the box was damaged so I can't tell how it happened, but it was sort of pain to clean up half a bag that spilled all over the inside of the box and our kitchen when I opened it.  Not sure what the solution is and I'd order it again, but if it happens again, I'd switch to one of the brands that ship in an unnatural plastic bag.",positive,118,cant say anything bad sugar raw like better natural sugars better consistency know doesnt matter better color unfortunately one natural paper bags got torn bit box didnt look like box damaged cant tell happened sort pain clean half bag spilled inside box kitchen opened sure solution id order happens id switch one brands ship unnatural plastic bag,positive
5,Excellent!,Great service! Items arrived faster than expected. Very efficient! Will use this seller again. I highly recommend this seller! Thank you for the excellent service!,positive,25,great service items arrived faster expected efficient use seller highly recommend seller thank excellent service,positive
5,Excellent for G/F,"Please ignore the one-star comments, if you check the bag the main ingredient IS in fact whole grain brown rice and the second is rice flower. With anything that is gluten free you have to add another ""binder"" which is where the corn flour comes in. For someone who has celiac disease and cannot have Sunchips, because they contain wheat (a key binder to any chip, cookie or cereal) this is an excellent product. My spouse and I buy these a lot because they are gluten free and absolutely delicious!",positive,90,please ignore onestar comments check bag main ingredient fact whole grain brown rice second rice flower anything gluten free add another binder corn flour comes someone celiac disease cannot sunchips contain wheat key binder chip cookie cereal excellent product spouse buy lot gluten free absolutely delicious,positive
5,Amazing!,Best flavor ever!  I'm addicted!  They are all good but these are by far the best.  I could live on these!  And there is no need for anymore to say....,positive,30,best flavor ever im addicted good far best could live need anymore say,positive
5,Very tasty chips!,"So many ""healthy"" products don't taste very good.  Or taste good when you first try them and then go downhill.  I've had these chips on more than one occasion and they are very tasty.  I've served them to guests twice and both times they wanted to know what they were and where to get them. It's also nice to have something gluten-free for friends who are borderline diabetic...but I would eat them anyway.",positive,73,many healthy products dont taste good taste good first try go downhill ive chips one occasion tasty ive served guests twice times wanted know get also nice something glutenfree friends borderline diabeticbut would eat anyway,positive
5,YUMMY,"I found these crisps at our local WalMart & figured I would give them a try. They were so yummy I may never go back to regular chips, not that I was a big chip fan anyway. The only problem is I can eat the entire bag in one sitting. I give these crisps a big thumbs up!",positive,58,found crisps local walmart figured would give try yummy may never go back regular chips big chip fan anyway problem eat entire bag one sitting give crisps big thumbs,positive
5,Excellent Taste,This is one of the best tasting crisps I have ever eaten! I only buy it on special occassions because I know I'll eat the whole bag.,positive,27,one best tasting crisps ever eaten buy special occassions know ill eat whole bag,positive
1,Over priced chips and lack rice taste,"I paid $1.79 for a 2 ounce pkg of these at lunch today. I bought them because brown rice is a ""good"" carb.  As soon as I tasted one and it tasted like a corn chip I checked the ingredients.  The name is deceptive - these have ""Masa corn flour"" listed in the ingredients and it overwhelms the taste.  I won't buy these again - I can get Sunchips for less money and similar taste.",negative,75,paid ounce pkg lunch today bought brown rice good carb soon tasted one tasted like corn chip checked ingredients name deceptive masa corn flour listed ingredients overwhelms taste wont buy get sunchips less money similar taste,positive
5,Rotel saves me on a daily basis,"I use the Rotel Mild and I LOVE this product so much--it saves me on a daily basis.  If you're trying to cook lower fat, healthier foods and in a HURRY, this stuff makes it so much easier.  Ever notice that some canned tomatos have a weird ""tin can"" taste when you make spagehetti sauce or whatever?  For some reason this product doesn't have that.  It tastes so good you can just dump it in with a can of beans, heat and eat.<br /><br />or add some chili powder and now you have chili soup.  I also make indian dishes with this, and spicey spaghetti sauce.  I also prefer this to most canned salsas, so it works for things like quesadillas if you drain the liquid off.<br /><br />None of my local grocery stores carry it at all, nor do they carry anything like it.  So I have to pay Amazon's inflated price to order this by the case.  I don't like that I'm paying a higher price, but I LOVE LOVE LOVE the product.",positive,175,use rotel mild love product muchit saves daily basis youre trying cook lower fat healthier foods hurry stuff makes much easier ever notice canned tomatos weird tin taste make spagehetti sauce whatever reason product doesnt tastes good dump beans heat eator add chili powder chili soup also make indian dishes spicey spaghetti sauce also prefer canned salsas works things like quesadillas drain liquid offnone local grocery stores carry carry anything like pay amazons inflated price order case dont like im paying higher price love love love product,positive
5,"it's fabulous, but *not* from amazon!",the price on this product certainly raises my attention on compairing amazon price with the local stores. i can get a can of this rotel at my local kroger for $1. dissapointing!,positive,32,price product certainly raises attention compairing amazon price local stores get rotel local kroger dissapointing,positive
3,too expensive,"howdy y'all,<br /><br />the actual product is VERY good - i'd rate the item a 4 on it's own. however, it's only ONE dollar at the local grocery and - @ twenty eight+ dollars per twelve pack - these are running almost two and a half dollars each.<br /><br />as i said, TOO EXPENSIVE. [*sigh ...*] i was really hoping to get them at something approaching the local cost.<br /><br />take care,<br />lee",neutral,73,howdy yallthe actual product good id rate item however one dollar local grocery twenty eight dollars per twelve pack running almost two half dollars eachas said expensive sigh really hoping get something approaching local costtake carelee,positive
3,Not mild enough for me lol,"Nothing wrong with the product, but I sure had to mix it with *lots* of other ingredients to make it edible to me. (In Texas I was called a ""baby-mouth"" - not into very spicy-hot foods.)<br /><br />For comparison, I'm comfortable with Tostitos medium chunky salsa. 1 can of this milder Rotel, mixed with 2 slightly larger cans of diced tomatoes, was still way too hot for me to use as salsa for chips. I used some of this to make a sort of southwestern cornbread that was good though.",neutral,90,nothing wrong product sure mix lots ingredients make edible texas called babymouth spicyhot foodsfor comparison im comfortable tostitos medium chunky salsa milder rotel mixed slightly larger cans diced tomatoes still way hot use salsa chips used make sort southwestern cornbread good though,positive
5,Great Natural Energy,"This is a fantastic product, and I wish it was readily available in most stores. It's taste is not the greatest, but it's a 2.5 oz. shot, and it's gone in a second. It tastes, more or less, like a concentrated sweet tea. For the record, I've had 5 hour energy, and that tastes FAR worse. I will put up the taste for the results. It's got 150mg of caffeine, which is the equivalent of the big red bulls and monsters. I can't stand sucralose and sugar substitutes, and this is one of the only shot sized energy drinks that has only sugar in it. The sugar is at 9g, which isn't horrible. I used to drink 4 16oz. Red Bulls a day for the caffeine, and this gives me far better energy, and is much more subtle. My preference is black coffee, but I can't drink 8-12 cups a day anymore. Overall, Steaz does it right; real organic ingredients in moderate amounts, and they create big results.",positive,168,fantastic product wish readily available stores taste greatest oz shot gone second tastes less like concentrated sweet tea record ive hour energy tastes far worse put taste results got mg caffeine equivalent big red bulls monsters cant stand sucralose sugar substitutes one shot sized energy drinks sugar sugar g isnt horrible used drink oz red bulls day caffeine gives far better energy much subtle preference black coffee cant drink cups day anymore overall steaz right real organic ingredients moderate amounts create big results,positive
5,I like this stuff,"I have to get up really early to work out before work and I get super tired by the middle of the afternoon. I was drinking one 5 hour energy, usually extra strength, each day. It worked well, but gave me a jittery feeling, almost headachy but not quite. My husband got me to try this and I was skeptical, but for me it works as well if not better than the 5 hour energy and doesn't give me that jittery almost-headache feeling.<br /><br />I don't mind the taste--it reminds me of the inside of a fig newton (mmm). And the price is ok, on Amazon anyway. At my grocery store they were almost $3 each, yike!<br /><br />And it's organic--so I can feel good about it, right? It's all about me feeling good!",positive,134,get really early work work get super tired middle afternoon drinking one hour energy usually extra strength day worked well gave jittery feeling almost headachy quite husband got try skeptical works well better hour energy doesnt give jittery almostheadache feelingi dont mind tasteit reminds inside fig newton mmm price ok amazon anyway grocery store almost yikeand organicso feel good right feeling good,positive
5,Great Energy,I bought these for my husband and he said they are the best energy shots out there. He takes one in the mornings and works hard all day. Good stuff!,positive,30,bought husband said best energy shots takes one mornings works hard day good stuff,positive
3,Not sure,"I am a energy junkie and I'm not sure if this works or not, but what I do know is that the taste is not the greatest. I do drink the steaz energy drink and I think I get the same results. I like this products because it is  more natural then the others.",neutral,54,energy junkie im sure works know taste greatest drink steaz energy drink think get results like products natural others,positive
5,"The best energy shot out there, smooth and organic!","If you want an organic energy shot, your choices are this one from Steaz and the assorted flavors from Guayaki. Guayaki Yerba Mate is actually in the Steaz energy shot and energy drinks, and they both use Sambazon Acai, so there are some similarities in ingredients.<br /><br />Great energy burst for 4+ hours on a Steaz Energy Shot, and no withdrawals or headaches afterwards. Plan on drinking one every day at lunch at work. This will help me cut down on my iced coffees, which are not helping my calorie intake.<br /><br />Already ordering 12-packs on subscribe and save, 2 per month. Great value.",positive,104,want organic energy shot choices one steaz assorted flavors guayaki guayaki yerba mate actually steaz energy shot energy drinks use sambazon acai similarities ingredientsgreat energy burst hours steaz energy shot withdrawals headaches afterwards plan drinking one every day lunch work help cut iced coffees helping calorie intakealready ordering packs subscribe save per month great value,positive
5,"Fantastic, natural energy","I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try.",positive,90,looking natural energy shot works found steaz energy shot favoritei recently gastric bypass surgery tons sugar nono im also allergic sucralose splenda energy drinks outi tried bazi energy shots didnt work well steaz definitely didnt taste well taste thats almost like cocacolanot bad allif youre looking natural energy give try,positive
5,Way better than Guayaki!,"I had tried both of the Guayaki energy shots and I don't like the taste of either of them! This one has more natural caffeine and tastes much better. I like them cold for sure. My husband and I take these on road trips in a little cooler with ice and waters and we don't have to make stops for coffee! Especially on the turnpikes where it's just way too expensive. It's worth the $[...] per shot. We normally split them. I'm really sensitive to caffeine, even the natural kind so I get a little weird if I drink the whole thing but that's the same for coffee too for me. My husband drinks the whole shot and gets a nice wake up boost. I would recommend these over any of the sinthetic shots out there. You can feel good about putting this in your body! I'll be ordering again soon for sure =)",positive,154,tried guayaki energy shots dont like taste either one natural caffeine tastes much better like cold sure husband take road trips little cooler ice waters dont make stops coffee especially turnpikes way expensive worth per shot normally split im really sensitive caffeine even natural kind get little weird drink whole thing thats coffee husband drinks whole shot gets nice wake boost would recommend sinthetic shots feel good putting body ill ordering soon sure,positive
3,Doesn't taste that good but provides you the energy,"I purchased it because it was on sale. In terms of the energy it provides, it works, but the taste leaves something to be desired. I tried mixing it with some water to make it more drinkable.",neutral,37,purchased sale terms energy provides works taste leaves something desired tried mixing water make drinkable,positive
5,Rocket in a Bottle,"I've been feeling extremely tired around the late afternoon. As a software engineer, this is entirely unacceptable! So, I asked the nice lady at the counter of my local Whole Foods Market, for something that will give me that extra energy I need to get through the day.<br /><br />She excitedly returned with a suspicious little green bottle. Over three hours after drinking whatever that was, my brain is still working at unnatural speeds. To summarize my experiences: I believe this works.<br /><br />She did explain that I needed to drink plenty of water with it, which I personally feel helped the energy level. So if you're feeling tired during the day and hate coffee, give this a shot - preferably before you eat anything.<br /><br />Woot!",positive,127,ive feeling extremely tired around late afternoon software engineer entirely unacceptable asked nice lady counter local whole foods market something give extra energy need get dayshe excitedly returned suspicious little green bottle three hours drinking whatever brain still working unnatural speeds summarize experiences believe worksshe explain needed drink plenty water personally feel helped energy level youre feeling tired day hate coffee give shot preferably eat anythingwoot,negative
4,This stuff works!!!,"The energy shot truly does work! It had a terrible after-taste at first, but now that I know what to expect, I am getting used to it. I always have some water handy as a chaser...which helps! I am so glad to have found something that gives me the energy I need without all the chemicals found in other beverages. It's helped me kick my addiction to Diet Coke and other aspartame-laced caffeinated beverages. Yay!!!",positive,75,energy shot truly work terrible aftertaste first know expect getting used always water handy chaserwhich helps glad found something gives energy need without chemicals found beverages helped kick addiction diet coke aspartamelaced caffeinated beverages yay,positive
5,Favorite energy shot and all natural too!,"I've tried 5-hour energy, red rain, NOS, and other energy shots.  This is my favorite in terms of taste and effect.  Plus, it's somewhat reassuring to know that natural ingredients are used.  Sometimes I wonder what I'm really putting into my body with some of the other brands.  I purchase a box about once every 2 months for the past 2 years.",positive,62,ive tried hour energy red rain nos energy shots favorite terms taste effect plus somewhat reassuring know natural ingredients used sometimes wonder im really putting body brands purchase box every months past years,positive
5,natural energy boost,"If you're looking for an energy boost without artificial sweeteners and other chemicals, this is a great option.  The taste is decent and it is a nice smooth uplift without jitters.",positive,31,youre looking energy boost without artificial sweeteners chemicals great option taste decent nice smooth uplift without jitters,positive
5,Best energy shot I have ever tasted!,"I first found Steaz Berry Energy Shots at a local organic market. I bought two bottles, which cost just under three dollars each. I fell in love instantly. The drink is delicious -- I can taste the yerba mate and the acai juice, like a slightly bitter fruity chocolate honey tea. I am very sensitive to sucralose (Splenda) which is in so many energy drinks these days; I also hate the taste. I love that Steaz has actual sugar and no artificial sweeteners. The rush it gives me is slow and even. I have several medical conditions, including fibromyalgia, which saps me of energy and causes intense pain. I like how Steaz helps clear away the fatigue and fog so I can get things done. No caffeine jitters, even though there are 150 mg of caffeine in each bottle.<br />It was becoming expensive for me to buy the bottles separately at stores, so I started looking online for a bulk price. I am so thrilled to have found the Pack Of 12 on Amazon. I signed up for Amazon Prime specifically for this product, hah!",positive,185,first found steaz berry energy shots local organic market bought two bottles cost three dollars fell love instantly drink delicious taste yerba mate acai juice like slightly bitter fruity chocolate honey tea sensitive sucralose splenda many energy drinks days also hate taste love steaz actual sugar artificial sweeteners rush gives slow even several medical conditions including fibromyalgia saps energy causes intense pain like steaz helps clear away fatigue fog get things done caffeine jitters even though mg caffeine bottleit becoming expensive buy bottles separately stores started looking online bulk price thrilled found pack amazon signed amazon prime specifically product hah,positive
5,The Best,"I have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all, its also the best taste, others taste like medicine, this one has a tea fresh taste. I love it.",positive,47,tried energy shots one one really makes feel good energized without sides effects also best taste others taste like medicine one tea fresh taste love,positive
5,Tested by a trucker,I drive OTR...Over the Road truck and this helps to keep me alert. It has no sugar high & no crash. I'm on a autoship which i like. The price is very good. I've seen it over 2 bucks in the store.,positive,42,drive otrover road truck helps keep alert sugar high crash im autoship like price good ive seen bucks store,positive
5,Good Stuff,"Products takes pretty good, and it doesn't leave you gittery.  With subscibe and save as well as Prime membership I pay below $ 2 a shot.  My wife tried them and now she drinks them like they are going out of style.  I moderate mine and they make for more effective use before weight training.  I recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an AWESOME Energy Drink.",positive,88,products takes pretty good doesnt leave gittery subscibe save well prime membership pay shot wife tried drinks like going style moderate mine make effective use weight training recommend product anyone looking healthier alternative high sugar unnatural products everywhere still gives results awesome energy drink,positive
5,Great energy drink without artificial ingredients,"I use this product daily, and it provides a steady stream of energy.  I do not get jittery or crash.  It also helps me practice portion control because it acts as a slight appetite suppressant.",positive,35,use product daily provides steady stream energy get jittery crash also helps practice portion control acts slight appetite suppressant,positive
5,"Flavor getting better, energy is great","I've been buying and drinking this for over a year now, and the energy boost is excellent, with a continuous, ~6-hour effect. The most recent shipments seem to have improved the flavor slightly as well, or perhaps I'm getting more used to it. I don't drink it for the flavor, but it's not as heinous as the fake flavors found in the other, non-organic energy shots.",positive,66,ive buying drinking year energy boost excellent continuous hour effect recent shipments seem improved flavor slightly well perhaps im getting used dont drink flavor heinous fake flavors found nonorganic energy shots,positive
1,So awful I can barely describe,"This is the first time I've really been misled by other reviews on amazon. I like 5-hr Energy, I find Rain ok and so I thought I'd try this product based on the reviews. Boy am I sorry! I gagged getting one bottle down even with my nose pinched (really). And it leaves the worst medicinal taste in your mouth afterwards. 8 tic tacs at once did not get rid of it! But worst of all, within an hour I was yawning and drowsy. Unless you really like things that taste of a weird tea-flavored cough syrup and don't work, don't buy this! I don't know what to do with the other 11 bottles. big fail",negative,116,first time ive really misled reviews amazon like hr energy find rain ok thought id try product based reviews boy sorry gagged getting one bottle even nose pinched really leaves worst medicinal taste mouth afterwards tic tacs get rid worst within hour yawning drowsy unless really like things taste weird teaflavored cough syrup dont work dont buy dont know bottles big fail,negative
4,could use only once,"I loved this mold!  I wished I could have used it for more than one occasion, but it didn't last.  I did use it to make 30+ suckers for my daughter's first birthday. But there was going to be no way that the mold could be salvaged after that.  I would have liked to have kept to use on other occasions, but for the price it didn't matter to me that much.  It served it's main purpose :)",positive,78,loved mold wished could used one occasion didnt last use make suckers daughters first birthday going way mold could salvaged would liked kept use occasions price didnt matter much served main purpose,positive
5,VANILLA TOOTSIE ROLLS,"You HAVE to try the VANILLA Tootsie Rolls!  The regular chocolate ones are good, but THESE are the BEST EVER!!",positive,20,try vanilla tootsie rolls regular chocolate ones good best ever,positive
5,One of my Favoritte foods,"Try this you might like it. I did and I am quite addicted, it is too easy to prepare, it tastes great and it absorbs the flavors you cook it with. The price is really good and well worth the purchase. If you like this type of Couscous like I do, then give this one a try.It can be eaten hot, room temp or in a cold salad with a variety of greens and other flavors, it takes on the other flavors very well when mixed. I cooked the Couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time. I will be back for more.",positive,113,try might like quite addicted easy prepare tastes great absorbs flavors cook price really good well worth purchase like type couscous like give one tryit eaten hot room temp cold salad variety greens flavors takes flavors well mixed cooked couscous broth oilive oil added flavor rocked taste buds big time back,positive
5,Fantastic!,"This tri-color couscous is really good...full of flavor and fun to eat.  I love the texture.  I cook in chicken broth and add some minced garlic and chopped herbs (parsley, cilantro,) along with some red pepper flakes.  At the end of cooking, I add some olive oil and this makes a wonderful side dish...Highly recommend",positive,55,tricolor couscous really goodfull flavor fun eat love texture cook chicken broth add minced garlic chopped herbs parsley cilantro along red pepper flakes end cooking add olive oil makes wonderful side dishhighly recommend,positive
5,WOW,"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!",positive,62,tried find israeli couscous number upsacale grocery stores luck decided try good ole amazoncom selected product goodadd herbs great side dish add make pasta type saladso good hooked great flavor easy prepare,positive
1,Very Dissapointed,"The package came with the label torn off and no cooking instructions. I know how I normally cook Couscous so tried 3/4 cup water to 1 cup couscous-brought to a boil and let sit, covered for 5min. It was mushy and tasteless.We have thrown out the rest of the container.",negative,50,package came label torn cooking instructions know normally cook couscous tried cup water cup couscousbrought boil let sit covered min mushy tastelesswe thrown rest container,negative
1,what quantity is it!,I wouldn't even think of buying this product unless I know the price per unit. How can I compare other items online or in a store?,negative,26,wouldnt even think buying product unless know price per unit compare items online store,neutral
5,Very Good Coffee,"I love ordering whole bean coffee on Amazon.  I like this so much that this my first product review.  I have to say that I'm usually not a big fan of flavored coffee, but I thought I would give it a try.  When my husband started grinding it up, I could smell it throughout the house.  Sometimes with flavored coffees, the smell is there but the taste isn't.  However, not with this one.  I'm now going to order another flavor from this company and will give it a try.",positive,89,love ordering whole bean coffee amazon like much first product review say im usually big fan flavored coffee thought would give try husband started grinding could smell throughout house sometimes flavored coffees smell taste isnt however one im going order another flavor company give try,positive
5,Very Tasty,"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both.",positive,48,love coffee wish came already ground dont grinder use blender instead worth many flavored coffees ive tried seem flavored odor doesnt reach coffee one manages,positive
5,Excellent coffee,"This brand of coffee has been available in my local stores for some time -- I've believe the company is local.  I've been drinking it for quite some time and have not tired of it.  I'm particularly fond of the Turtle Sundae but all the flavors are good.  I can't say that I've had a bad one.<br /><br />As it turns out, it's less expensive to order it from Amazon and have it show up at my front door than it is for me to run out to the local Walmart to get it.  It's a no brainer.  Try it, if you like rich, flavored coffee, you'll like it.",positive,109,brand coffee available local stores time ive believe company local ive drinking quite time tired im particularly fond turtle sundae flavors good cant say ive bad oneas turns less expensive order amazon show front door run local walmart get brainer try like rich flavored coffee youll like,positive
5,Hot!,"It is hot! I love it, tasty and a little sweet. I usually scoff at salsas labeled as hot, but this one lives up to its billing.",positive,27,hot love tasty little sweet usually scoff salsas labeled hot one lives billing,positive
